1037074805834256466	阅读	Reading	
1037074805834256467	写作	Writing	
1037074805834256468	徒步旅行	Hiking	
1037074805834256469	烹饪	Cooking	
1037074805834256470	园艺	Gardening	
1037074805834256471	绘画	Painting	
1037074805834256472	旅游	Traveling	
1037074805834256473	摄影	Photography	
1037074805834256474	观鸟	Birdwatching	
1037074805834256475	唱歌	Singing	
1037074805834256476	跳舞	Dancing	
1037074805834256477	下棋	Playing	
1037074805834256478	弹奏乐器	Playing	
1037074805834256479	钓鱼	Fishing	
1037074805834256480	烘焙	Baking	
1037074805834256481	攀岩	Mountain	
1037074805834256482	自行车骑行	Cycling	
1037074805834256483	瑜伽	Yoga	
1037074805834256484	冥想	Meditation	
1037074805834256485	手工艺品制作	Crafting	
1037074805834256486	剪纸	Papercutting	
1037074805834256487	书法	Calligraphy	
1037074805834256488	折纸	Origami	
1037074805834256489	编织	Knitting	
1037074805834256490	跑步	Running	
1037074805834256491	游泳	Swimming	
1037074805834256492	冲浪	Surfing	
1037074805834256493	滑雪	Skiing	
1037074805834256494	滑板	Skateboarding	
1037074805834256495	冰雪运动	Snow	
1037074805834256496	独木舟	Canoeing	
1037074805834256497	钢琴	Piano	
1037074805834256498	吉他	Guitar	
1037074805834256499	小提琴	Violin	
1037074805834256500	大提琴	Cello	
1037074805834256501	爵士舞	Jazz	
1037074805834256502	印度舞	Indian	
1037074805834256503	电子游戏	Playing	
1037074805834256504	电影欣赏	Movie	
1037074805834256505	电视剧追剧	TV	
1037074805834256506	小说创作	Novel	
1037074805834256507	游戏设计	Game	
1037074805834256508	电子音乐制作	Electronic	
1037074805834256509	玩具收藏	Toy	
1037074805834256510	珠宝制作	Jewelry	
1037074805834256511	美食品鉴	Food	
1037074805834256512	茶艺表演	Tea	
1037074805834256513	咖啡品鉴	Coffee	
1037074805834256514	木工	Woodworking	
1037074805834256515	陶艺	Pottery	
1037074805834256516	钢笔字	Fountain	
1037074805834256517	皮影戏	Shadow	
1037074805834256518	武术	Martial	
1037074805834256519	围棋	Go	
1037074805834256520	长笛	Flute	
1037074805834256521	古筝	Guzheng	
1037074805834256522	篮球	Basketball	
1037074805834256523	足球	Soccer	
1037074805834256524	棒球	Baseball	
1037074805834256525	排球	Volleyball	
1037074805834256526	乒乓球	Table	
1037074805834256527	网球	Tennis	
1037074805834256528	排舞	Line	
1037074805834256529	跆拳道	Taekwondo	
1037074805834256530	翻译	Translation	
1037074805834256531	摄像	Videography	
1037074805834256532	编程	Coding	
1037074805834256533	飞行模型	Model	
1037074805834256534	机器人制作	Robotics	
1037074805834256535	天文学	Astronomy	
1037074805834256536	太空探索	Space	
1037074805834256537	昆虫观察	Insect	
1037074805834256538	陶艺	Ceramics	
1037074805834256539	乐高收藏	LEGO	
1037074805834256540	钓虫	Bug	
1037074805834256541	海滩捡贝壳	Shell	
1037074805834256542	珠宝设计	Jewelry	
1037074805834256543	古董收藏	Antiquing	
1037074805834256544	特技表演	Stunt	
1037074805834256545	跳伞	Skydiving	
1037074805834256546	滑翔伞	Paragliding	
1037074805834256547	攀岩	Rock	
1037074805834256548	赛车	Racing	
1037074805834256549	航模	Remote	
1037074805834256550	舞蹈编排	Dance	
1037074805834256551	摄影后期制作	Photo	
1037074805834256552	美术创作	Fine	
1037074805834256553	航海	Sailing	
1037074805834256554	旅行摄影	Travel	
1037074805834256555	幽默表演	Comedy	
1037074805834256556	魔术表演	Magic	
1037074805834256557	气球雕塑	Balloon	
1037074805834256558	彩绘	Body	
1037074805834256559	曲艺表演	Quyi	
1037074805834256560	马术	Horseback	
1037074805834256561	垂钓	Fly	
1037074805834256562	竹艺	Bamboo	
1037074805834256563	印染	Tie-Dyeing	
1037074805834256564	露天音乐会	Outdoor	
1037074805834256565	吉尼斯纪录挑战	Guinness	
1037074805834256566	露天电影夜	Outdoor	
1037074805834256567	模型构建	Model	
1037074805834256568	潜水	Scuba	
1037074805834256569	地理寻宝	Geocaching	
1037074805834256570	热气球升空	Hot	
1037074805834256571	科幻小说阅读	Science	
1037074805834256572	购物	Shopping	
1037074805834256573	DIY手工制作	DIY	
1037074805834256574	茶道	Tea	
1037074805834256575	园艺	Horticulture	
1037074805834256576	爬山	Mountain	
1037074805834256577	水上运动	Water	
1037074805834256578	蛙跳运动	Frog	
1037074805834256579	野外露营	Camping	
1037074805834256580	漫画创作	Comic	
1037074805834256581	睡前故事编写	Bedtime	
1037074805834256582	特技摩托车表演	Stunt	
1037074805834256583	航天模型制作	Aerospace	
1037074805834256584	潜水	Scuba	
1037074805834256585	跳伞降落伞	Parachute	
1037074805834256586	泛舟	Rafting	
1037074805834256587	冰壶运动	Curling	
1037074805834256588	打击乐器演奏	Percussion	
1037074805834256589	国际象棋	International	
1037074805834256590	机械键盘收藏	Mechanical	
1037074805834256591	钓鱼比赛	Fishing	
1037074805834256592	高尔夫球	Golf	
1037074805834256593	航空摄影	Aerial	
1037074805834256594	自由潜水	Free	
1037074805834256595	拳击	Boxing	
1037074805834256596	滑板滑雪	Snowboarding	
1037074805834256597	摇滚乐演奏	Rock	
1037074805834256598	手指舞	Finger	
1037074805834256599	书法展览	Calligraphy	
1037074805834256600	风筝制作	Kite	
1037074805834256601	科学实验	Scientific	
1037074805834256602	车模收藏	Model	
1037074805834256603	拼图	Jigsaw	
1037074805834256604	蓄能飞行	Soaring	
1037074805834256605	短跑运动	Sprinting	
1037074805834256606	美甲设计	Nail	
1037074805834256607	即兴舞蹈	Improvisational	
1037074805834256608	精油调配	Essential	
1037074805834256609	摄影比赛	Photography	
1037074805834256610	遥控赛车	RC	
1037074805834256611	精神算术	Mental	
1037074805834256612	无人机操控	Drone	
1037074805834256613	竞技射箭	Archery	
1037074805834256614	壁球运动	Squash	
1037074805834256615	高空攀登	High	
1037074805834256616	功夫表演	Kung	
1037074805834256617	大炮射击	Cannon	
1037074805834256618	卡片魔术	Card	
