1037074805813284864	PR
1037074805813284864	PS
1037074805813284864	PT
1037074805813284864	PW
1037074805813284864	PY
1037074805813284864	QA
1037074805813284864	AD
1037074805813284864	AE
1037074805813284864	AF
1037074805813284864	AG
1037074805813284864	AI
1037074805817479168	AL
1037074805817479168	AM
1037074805817479168	AN
1037074805817479168	AO
1037074805817479168	AQ
1037074805817479168	AR
1037074805817479168	AS
1037074805817479168	AT
1037074805817479168	RE
1037074805817479168	AU
1037074805817479168	AW
1037074805817479168	AX
1037074805817479168	AZ
1037074805817479168	RO
1037074805817479168	BA
1037074805817479168	BB
1037074805817479168	RS
1037074805817479168	BD
1037074805817479168	BE
1037074805817479168	RU
1037074805817479168	BF
1037074805817479168	BG
1037074805817479168	RW
1037074805817479168	BH
1037074805817479168	BI
1037074805817479168	BJ
1037074805817479168	BL
1037074805817479168	BM
1037074805817479168	BN
1037074805817479168	BO
1037074805817479168	SA
1037074805817479168	SB
1037074805821673472	BQ
1037074805821673472	BR
1037074805821673472	SC
1037074805821673472	BS
1037074805821673472	SD
1037074805821673472	SE
1037074805821673472	BT
1037074805821673472	SG
1037074805821673472	BV
1037074805821673472	BW
1037074805821673472	SH
1037074805821673472	SI
1037074805821673472	BY
1037074805821673472	SJ
1037074805821673472	SK
1037074805821673472	BZ
1037074805821673472	SL
1037074805821673472	SM
1037074805821673472	SN
1037074805821673472	SO
1037074805821673472	CA
1037074805821673472	SR
1037074805821673472	CD
1037074805821673472	ST
1037074805821673472	SV
1037074805821673472	CF
1037074805821673472	CG
1037074805821673472	CH
1037074805821673472	SX
1037074805821673472	SY
1037074805821673472	CI
1037074805821673472	SZ
1037074805821673472	CK
1037074805821673472	CL
1037074805821673472	CM
1037074805821673472	CN
1037074805821673472	CO
1037074805821673472	TA
1037074805821673472	CP
1037074805825867776	TC
1037074805825867776	CR
1037074805825867776	TD
1037074805825867776	CS
1037074805825867776	CU
1037074805825867776	TF
1037074805825867776	CV
1037074805825867776	TG
1037074805825867776	TH
1037074805825867776	CW
1037074805825867776	CX
1037074805825867776	CY
